,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
464,male,71,183.0,80.0,6.0,84.0,39.0,28.0
465,male,73,199.0,97.0,22.0,107.0,40.9,189.0
466,female,65,158.0,61.0,26.0,111.0,41.0,190.0
467,female,57,149.0,56.0,13.0,91.0,39.9,66.0
468,male,49,185.0,93.0,22.0,99.0,40.5,135.0
469,male,55,178.0,79.0,4.0,97.0,38.7,23.0
470,male,20,182.0,74.0,12.0,80.0,39.9,17.0
471,female,45,163.0,58.0,5.0,84.0,38.9,21.0
472,female,53,175.0,75.0,13.0,90.0,40.2,60.0
473,female,46,166.0,58.0,10.0,93.0,39.6,51.0
474,male,25,198.0,96.0,5.0,85.0,39.1,15.0
475,male,22,163.0,65.0,9.0,92.0,40.0,29.0
476,female,60,164.0,66.0,27.0,110.0,40.8,190.0
477,female,50,168.0,62.0,11.0,89.0,40.1,51.0
478,female,61,157.0,56.0,17.0,95.0,40.5,95.0
479,female,69,165.0,62.0,29.0,112.0,40.9,216.0
480,male,30,195.0,92.0,30.0,101.0,41.0,165.0
481,female,33,164.0,61.0,20.0,105.0,40.6,122.0
482,male,21,206.0,105.0,15.0,96.0,40.1,69.0
483,female,39,152.0,53.0,20.0,99.0,40.9,113.0
484,male,26,180.0,81.0,7.0,92.0,39.5,26.0
485,male,44,175.0,80.0,5.0,91.0,39.2,22.0
486,female,58,144.0,42.0,12.0,96.0,40.1,70.0
487,male,24,177.0,83.0,4.0,83.0,39.3,9.0
488,male,35,187.0,91.0,15.0,95.0,40.3,72.0
489,male,21,189.0,94.0,25.0,111.0,40.6,165.0
490,male,26,181.0,82.0,29.0,105.0,41.0,165.0
491,female,30,162.0,57.0,15.0,88.0,40.3,64.0
492,male,27,182.0,81.0,18.0,105.0,40.5,103.0
493,female,32,147.0,51.0,4.0,83.0,39.1,15.0
494,female,30,185.0,84.0,9.0,85.0,39.6,32.0
495,female,79,160.0,57.0,14.0,85.0,40.0,68.0
496,female,39,164.0,58.0,25.0,106.0,40.6,159.0
497,male,25,188.0,89.0,6.0,92.0,39.6,23.0
498,female,23,169.0,70.0,13.0,90.0,40.1,54.0
499,female,47,172.0,70.0,2.0,89.0,37.8,9.0
500,male,34,182.0,80.0,29.0,120.0,40.7,240.0
501,female,36,152.0,54.0,10.0,86.0,39.7,42.0
502,male,63,203.0,115.0,14.0,106.0,40.0,117.0
503,female,37,164.0,59.0,26.0,106.0,40.6,164.0
504,female,50,156.0,55.0,23.0,98.0,40.8,132.0
505,male,62,191.0,96.0,2.0,85.0,38.2,9.0
506,female,37,173.0,67.0,15.0,94.0,40.0,74.0
507,female,35,169.0,69.0,23.0,96.0,40.7,116.0
508,male,27,174.0,79.0,8.0,102.0,39.7,42.0
509,male,55,179.0,79.0,24.0,110.0,40.6,187.0
510,male,36,173.0,75.0,16.0,94.0,40.4,70.0
511,female,22,140.0,45.0,7.0,86.0,39.1,29.0
512,male,20,170.0,71.0,9.0,83.0,39.8,17.0
513,male,43,185.0,83.0,28.0,108.0,40.9,195.0
514,female,73,181.0,76.0,19.0,106.0,40.4,127.0
515,male,22,184.0,82.0,14.0,87.0,39.9,39.0
516,male,67,155.0,64.0,6.0,88.0,38.9,28.0
517,male,25,195.0,100.0,16.0,93.0,40.3,68.0
518,female,41,165.0,63.0,17.0,97.0,40.5,91.0
519,male,49,181.0,81.0,16.0,97.0,40.2,89.0
520,female,58,148.0,53.0,2.0,89.0,37.7,10.0
521,male,27,180.0,80.0,28.0,111.0,41.2,185.0
522,female,33,172.0,76.0,5.0,79.0,38.7,16.0
523,female,59,156.0,58.0,19.0,91.0,40.3,97.0
524,male,21,183.0,77.0,13.0,92.0,40.2,44.0
525,female,65,155.0,59.0,10.0,95.0,40.0,56.0
526,male,22,191.0,88.0,21.0,103.0,40.4,112.0
527,male,55,192.0,91.0,10.0,81.0,39.8,37.0
528,male,22,182.0,82.0,9.0,86.0,39.8,24.0
529,female,35,132.0,38.0,30.0,112.0,40.5,216.0
530,male,58,203.0,101.0,15.0,101.0,40.1,106.0
531,male,45,194.0,103.0,14.0,85.0,39.9,57.0
532,male,62,195.0,99.0,18.0,97.0,40.3,119.0
533,female,74,162.0,60.0,16.0,97.0,40.1,96.0
534,female,48,146.0,46.0,7.0,88.0,39.5,33.0
535,male,23,173.0,73.0,23.0,100.0,40.7,106.0
536,male,31,184.0,90.0,25.0,106.0,41.0,156.0
537,male,53,199.0,98.0,14.0,92.0,40.4,75.0
538,male,73,189.0,89.0,18.0,99.0,40.6,130.0
539,female,27,170.0,66.0,21.0,113.0,40.5,142.0
540,male,40,177.0,83.0,22.0,99.0,40.5,121.0
541,female,66,162.0,66.0,24.0,99.0,40.7,143.0
542,female,46,170.0,73.0,20.0,105.0,40.7,123.0
543,female,75,165.0,62.0,26.0,108.0,41.1,186.0
544,male,33,162.0,67.0,13.0,94.0,40.3,53.0
545,female,49,164.0,59.0,27.0,104.0,40.8,170.0
546,female,37,166.0,67.0,15.0,97.0,40.2,78.0
547,female,43,167.0,70.0,26.0,113.0,40.5,182.0
548,female,66,187.0,82.0,11.0,92.0,40.0,55.0
549,female,51,161.0,59.0,25.0,101.0,40.6,150.0
550,female,33,162.0,56.0,6.0,80.0,39.9,21.0
551,male,48,170.0,72.0,6.0,90.0,39.0,26.0
552,male,43,192.0,95.0,18.0,93.0,40.5,90.0
553,male,48,174.0,75.0,16.0,99.0,40.7,91.0
554,male,34,186.0,87.0,17.0,95.0,40.3,79.0
555,female,61,168.0,66.0,29.0,107.0,41.1,195.0
556,female,48,177.0,75.0,10.0,101.0,39.9,57.0
557,female,30,162.0,57.0,18.0,98.0,40.5,96.0
558,female,79,163.0,61.0,7.0,93.0,39.7,39.0
559,female,67,172.0,73.0,4.0,85.0,38.6,18.0
560,male,60,184.0,84.0,4.0,85.0,39.3,17.0
561,female,57,171.0,76.0,15.0,97.0,40.3,82.0
562,male,34,194.0,96.0,19.0,101.0,40.5,110.0
563,female,42,157.0,56.0,25.0,106.0,40.8,161.0
564,male,38,181.0,82.0,25.0,107.0,40.8,164.0
565,male,43,179.0,83.0,5.0,81.0,39.5,15.0
566,male,76,189.0,99.0,12.0,96.0,40.2,85.0
567,male,37,179.0,79.0,23.0,101.0,40.6,128.0
568,male,23,195.0,98.0,14.0,94.0,40.2,59.0
569,male,21,205.0,108.0,2.0,84.0,37.9,6.0
570,female,20,151.0,54.0,18.0,92.0,40.2,82.0
571,female,23,168.0,62.0,25.0,105.0,40.5,148.0
572,female,20,170.0,65.0,3.0,76.0,38.2,8.0
573,female,25,173.0,71.0,14.0,86.0,40.3,53.0
574,female,24,155.0,50.0,16.0,98.0,40.2,85.0
575,female,29,157.0,57.0,22.0,99.0,40.9,120.0
576,male,43,199.0,106.0,28.0,107.0,40.7,205.0
577,female,26,175.0,66.0,4.0,80.0,39.1,13.0
578,female,76,176.0,77.0,28.0,107.0,40.6,192.0
579,male,43,184.0,89.0,4.0,91.0,38.7,18.0
580,male,73,190.0,94.0,7.0,92.0,39.3,44.0
581,male,42,198.0,104.0,26.0,103.0,41.3,172.0
582,female,23,171.0,65.0,27.0,105.0,40.4,158.0
583,male,22,186.0,76.0,6.0,82.0,39.5,11.0
584,male,28,176.0,77.0,25.0,96.0,40.9,108.0
585,female,20,170.0,64.0,23.0,96.0,40.5,112.0
586,female,36,169.0,65.0,14.0,92.0,39.7,66.0
587,male,26,201.0,104.0,10.0,88.0,39.7,36.0
588,male,59,167.0,72.0,4.0,89.0,38.7,19.0
589,female,22,152.0,50.0,10.0,94.0,39.5,49.0
590,female,50,170.0,70.0,26.0,100.0,40.6,149.0
591,male,22,171.0,77.0,2.0,81.0,38.6,4.0
592,female,52,171.0,70.0,28.0,115.0,40.6,206.0
593,female,31,169.0,66.0,23.0,94.0,40.9,111.0
594,male,68,186.0,98.0,28.0,105.0,41.1,226.0
595,female,48,169.0,65.0,11.0,94.0,39.3,56.0
596,male,31,186.0,94.0,7.0,92.0,39.7,30.0
597,female,23,159.0,60.0,15.0,91.0,40.2,67.0
598,male,24,178.0,78.0,22.0,102.0,40.7,111.0
599,male,58,172.0,75.0,27.0,107.0,40.7,199.0
600,female,32,176.0,69.0,15.0,102.0,40.3,85.0
601,female,21,144.0,47.0,2.0,77.0,38.1,6.0
602,male,63,200.0,98.0,28.0,105.0,40.9,219.0
603,male,77,176.0,82.0,21.0,102.0,39.9,162.0
604,male,49,188.0,85.0,25.0,110.0,40.5,190.0
605,male,26,189.0,91.0,30.0,108.0,40.7,190.0
606,female,53,166.0,64.0,9.0,87.0,39.5,40.0
607,female,31,179.0,77.0,9.0,92.0,40.1,40.0
608,female,32,165.0,66.0,3.0,75.0,38.5,8.0
609,female,35,178.0,71.0,8.0,85.0,39.8,31.0
610,female,66,151.0,57.0,21.0,100.0,40.7,130.0
611,female,40,157.0,60.0,7.0,89.0,39.9,32.0
612,male,62,181.0,87.0,22.0,97.0,40.6,139.0
613,female,24,159.0,58.0,3.0,88.0,38.5,12.0
614,male,37,185.0,87.0,11.0,96.0,39.5,55.0
615,male,49,186.0,86.0,9.0,95.0,39.4,48.0
616,male,32,198.0,99.0,24.0,107.0,40.4,160.0
617,female,46,164.0,62.0,13.0,94.0,39.9,67.0
618,male,59,178.0,75.0,25.0,105.0,41.2,178.0
619,female,42,168.0,68.0,17.0,91.0,40.4,79.0
620,male,44,184.0,85.0,9.0,85.0,39.6,32.0
621,female,74,175.0,77.0,22.0,103.0,40.4,140.0
622,male,68,190.0,99.0,14.0,92.0,40.3,86.0
623,male,58,184.0,84.0,16.0,97.0,40.3,97.0
624,male,32,184.0,80.0,28.0,117.0,40.7,217.0
625,male,34,192.0,93.0,21.0,91.0,40.6,88.0
626,female,23,160.0,58.0,21.0,106.0,40.3,127.0
627,female,52,174.0,69.0,7.0,88.0,39.2,32.0
628,female,28,160.0,63.0,5.0,85.0,39.1,19.0
629,female,47,172.0,66.0,20.0,103.0,40.7,121.0
630,male,24,168.0,68.0,12.0,92.0,39.8,40.0
631,female,73,162.0,60.0,9.0,91.0,39.8,48.0
632,male,76,192.0,103.0,25.0,100.0,40.4,195.0
633,male,65,163.0,69.0,10.0,91.0,39.9,52.0
634,male,29,173.0,71.0,4.0,81.0,39.1,8.0
635,male,20,178.0,81.0,26.0,104.0,40.8,136.0
636,male,33,187.0,90.0,6.0,86.0,39.1,20.0
637,female,33,170.0,61.0,3.0,83.0,38.7,11.0
638,male,34,174.0,72.0,26.0,103.0,40.7,144.0
639,female,43,160.0,60.0,13.0,89.0,40.1,59.0
640,female,47,173.0,74.0,10.0,97.0,39.8,53.0
641,female,65,187.0,82.0,8.0,90.0,39.2,38.0
642,female,22,161.0,62.0,29.0,99.0,40.8,152.0
643,male,28,184.0,85.0,8.0,94.0,39.4,34.0
644,female,30,157.0,60.0,3.0,87.0,38.7,12.0
645,male,20,184.0,84.0,1.0,76.0,37.8,1.0
646,male,32,196.0,96.0,28.0,110.0,40.9,197.0
647,female,56,171.0,66.0,20.0,103.0,40.0,124.0
648,male,67,188.0,90.0,15.0,106.0,40.3,120.0
649,male,62,207.0,105.0,9.0,88.0,39.7,48.0
650,female,33,182.0,73.0,17.0,97.0,40.4,86.0
651,male,46,201.0,96.0,25.0,108.0,40.3,185.0
652,male,79,191.0,91.0,8.0,90.0,39.6,49.0
653,female,57,152.0,57.0,11.0,85.0,40.0,49.0
654,female,49,167.0,66.0,11.0,87.0,39.9,48.0
655,male,41,186.0,87.0,14.0,100.0,40.3,81.0
656,male,38,170.0,77.0,19.0,112.0,40.3,137.0
657,male,28,189.0,84.0,24.0,98.0,40.6,115.0
658,male,31,189.0,84.0,19.0,98.0,40.6,93.0
659,male,48,193.0,93.0,8.0,87.0,39.5,34.0
660,male,41,179.0,80.0,26.0,106.0,40.6,170.0
661,male,71,201.0,103.0,6.0,92.0,39.1,38.0
662,female,30,161.0,64.0,26.0,99.0,40.7,139.0
663,female,30,167.0,67.0,18.0,94.0,40.5,86.0
664,female,29,163.0,59.0,26.0,111.0,40.9,174.0
665,male,34,184.0,88.0,5.0,82.0,39.1,14.0
666,male,42,167.0,76.0,29.0,108.0,40.6,197.0
667,female,51,169.0,68.0,17.0,105.0,40.4,107.0
668,male,35,187.0,92.0,19.0,100.0,40.5,106.0
669,female,28,172.0,68.0,3.0,85.0,38.6,11.0
670,female,33,187.0,80.0,6.0,90.0,39.0,25.0
671,female,22,160.0,56.0,23.0,98.0,40.5,120.0
672,male,64,172.0,73.0,22.0,102.0,40.5,151.0
673,female,57,157.0,57.0,18.0,91.0,40.1,91.0
674,female,42,157.0,56.0,18.0,95.0,40.5,95.0
675,male,24,188.0,91.0,23.0,101.0,40.8,119.0
676,male,49,169.0,80.0,3.0,82.0,38.4,10.0
677,male,32,184.0,81.0,19.0,99.0,40.2,96.0
678,male,78,176.0,80.0,13.0,98.0,40.1,92.0
679,female,53,166.0,63.0,24.0,107.0,40.7,159.0
680,male,68,195.0,98.0,21.0,105.0,40.4,169.0
681,male,47,200.0,108.0,15.0,98.0,40.2,93.0
682,female,51,154.0,56.0,15.0,96.0,40.6,83.0
683,female,64,158.0,59.0,22.0,92.0,40.6,116.0
684,male,51,198.0,94.0,17.0,87.0,40.1,75.0
685,female,23,153.0,55.0,26.0,98.0,40.8,137.0
686,female,42,148.0,48.0,15.0,94.0,40.5,79.0
687,male,23,180.0,75.0,8.0,88.0,39.4,23.0
688,male,70,191.0,98.0,4.0,83.0,39.1,19.0
689,male,53,189.0,94.0,11.0,88.0,40.0,52.0
690,male,28,184.0,84.0,16.0,98.0,40.1,76.0
691,female,48,182.0,80.0,10.0,92.0,40.0,47.0
692,female,43,158.0,61.0,22.0,99.0,40.6,124.0
693,female,21,178.0,71.0,7.0,89.0,39.8,28.0
694,male,26,194.0,92.0,22.0,104.0,40.6,127.0
695,female,53,170.0,67.0,19.0,95.0,40.0,101.0
696,female,32,171.0,68.0,26.0,103.0,40.9,150.0
697,male,24,212.0,105.0,9.0,90.0,39.8,34.0
698,male,30,194.0,94.0,13.0,93.0,40.2,56.0
699,female,31,174.0,69.0,27.0,104.0,41.1,158.0
700,male,21,182.0,87.0,22.0,107.0,40.6,129.0
701,male,35,186.0,86.0,10.0,93.0,39.8,44.0
702,male,56,201.0,105.0,11.0,94.0,39.7,66.0
703,female,34,153.0,51.0,28.0,107.0,40.8,181.0
704,female,29,153.0,58.0,14.0,101.0,40.1,79.0
705,female,23,147.0,51.0,21.0,113.0,40.5,145.0
706,female,22,158.0,62.0,28.0,110.0,40.7,180.0
707,male,42,183.0,82.0,15.0,98.0,40.4,81.0
708,female,40,178.0,73.0,15.0,95.0,40.5,75.0
709,male,28,179.0,83.0,2.0,79.0,38.1,4.0
710,male,49,198.0,102.0,17.0,100.0,40.5,110.0
711,male,28,180.0,79.0,9.0,93.0,39.6,35.0
712,male,56,196.0,94.0,5.0,86.0,39.0,23.0
713,female,41,167.0,61.0,29.0,103.0,41.2,175.0
714,male,38,198.0,96.0,27.0,95.0,40.6,137.0
715,female,21,140.0,48.0,27.0,106.0,40.6,166.0
716,male,73,183.0,90.0,21.0,94.0,40.5,136.0
717,male,48,183.0,91.0,24.0,102.0,40.4,156.0
718,female,53,172.0,71.0,8.0,89.0,39.7,37.0
719,male,43,178.0,82.0,16.0,102.0,40.0,97.0
720,male,20,172.0,71.0,18.0,99.0,40.3,77.0
721,male,22,184.0,85.0,28.0,105.0,40.6,156.0
722,male,50,191.0,95.0,11.0,93.0,40.1,58.0
723,male,46,184.0,89.0,10.0,95.0,39.9,53.0
724,female,40,165.0,62.0,19.0,100.0,40.5,108.0
725,female,71,163.0,65.0,11.0,90.0,40.0,56.0
726,male,20,172.0,76.0,19.0,106.0,40.3,103.0
727,male,68,196.0,98.0,22.0,101.0,40.1,164.0
728,male,50,172.0,73.0,13.0,98.0,40.1,73.0
729,male,24,166.0,71.0,2.0,78.0,38.2,3.0
730,female,25,159.0,57.0,15.0,99.0,40.2,80.0
731,male,34,196.0,103.0,17.0,96.0,40.4,88.0
732,female,42,170.0,75.0,14.0,98.0,40.3,74.0
733,female,29,140.0,40.0,16.0,101.0,40.0,94.0
734,male,40,167.0,66.0,6.0,87.0,39.1,20.0
735,female,77,176.0,76.0,9.0,85.0,39.3,41.0
736,male,46,177.0,83.0,20.0,98.0,41.0,112.0
737,female,78,168.0,71.0,12.0,96.0,39.7,69.0
738,male,35,186.0,92.0,24.0,99.0,40.9,130.0
739,male,21,199.0,100.0,21.0,98.0,40.6,100.0
740,female,45,156.0,57.0,27.0,104.0,40.6,169.0
741,female,56,172.0,65.0,27.0,108.0,41.0,183.0
742,female,74,160.0,66.0,29.0,110.0,40.8,211.0
743,male,46,180.0,83.0,6.0,86.0,39.6,23.0
744,male,21,196.0,92.0,14.0,95.0,40.0,58.0
745,male,26,180.0,75.0,4.0,77.0,39.2,5.0
746,male,63,176.0,79.0,12.0,90.0,39.8,62.0
747,female,34,156.0,51.0,3.0,90.0,38.7,14.0
748,male,68,205.0,106.0,23.0,107.0,40.5,196.0
749,male,56,182.0,87.0,16.0,91.0,39.9,82.0
750,male,21,173.0,78.0,28.0,108.0,40.7,163.0
751,male,20,173.0,73.0,25.0,99.0,40.7,108.0
752,female,35,161.0,62.0,15.0,102.0,40.3,87.0
753,male,25,194.0,97.0,18.0,99.0,40.4,91.0
754,female,62,148.0,44.0,26.0,108.0,40.8,186.0
755,female,63,173.0,66.0,8.0,83.0,39.4,34.0
756,female,46,154.0,57.0,11.0,97.0,40.2,61.0
757,male,46,175.0,80.0,21.0,97.0,40.5,113.0
758,male,24,187.0,87.0,5.0,82.0,39.2,11.0
759,male,43,178.0,83.0,13.0,83.0,40.3,42.0
760,female,27,157.0,59.0,2.0,81.0,38.3,7.0
761,male,65,172.0,80.0,14.0,96.0,39.9,86.0
762,female,63,150.0,50.0,7.0,88.0,39.4,35.0
763,male,59,199.0,104.0,20.0,102.0,40.5,146.0
764,female,34,151.0,51.0,7.0,97.0,39.2,38.0
765,female,57,172.0,70.0,28.0,105.0,41.2,179.0
766,male,28,192.0,94.0,10.0,85.0,39.7,30.0
767,male,31,202.0,98.0,14.0,97.0,40.3,71.0
768,female,30,166.0,66.0,16.0,87.0,40.2,65.0
769,male,38,176.0,77.0,2.0,80.0,38.6,5.0
770,female,54,169.0,71.0,29.0,107.0,40.5,190.0
771,male,54,195.0,100.0,9.0,82.0,39.6,36.0
772,male,31,193.0,97.0,15.0,92.0,40.5,64.0
773,male,73,167.0,69.0,29.0,109.0,40.8,240.0
774,female,75,156.0,57.0,27.0,114.0,41.0,212.0
775,male,39,164.0,73.0,22.0,97.0,40.5,108.0
776,male,26,193.0,87.0,5.0,87.0,39.2,15.0
777,female,28,157.0,59.0,23.0,111.0,41.0,153.0
778,male,58,191.0,91.0,10.0,91.0,39.6,53.0
779,male,79,202.0,108.0,18.0,99.0,41.0,142.0
780,female,26,167.0,58.0,15.0,95.0,40.2,74.0
781,female,53,159.0,57.0,23.0,105.0,40.7,150.0
782,female,33,159.0,53.0,17.0,94.0,40.0,85.0
783,male,60,181.0,92.0,3.0,88.0,38.8,15.0
784,male,53,182.0,81.0,5.0,84.0,39.3,19.0
785,male,26,185.0,85.0,3.0,86.0,39.1,9.0
786,male,23,179.0,83.0,3.0,91.0,38.6,10.0
787,female,31,170.0,64.0,2.0,77.0,38.1,6.0
788,male,20,175.0,78.0,24.0,107.0,40.5,135.0
789,male,32,168.0,73.0,30.0,111.0,40.7,201.0
790,male,61,197.0,104.0,28.0,108.0,41.1,232.0
791,male,27,187.0,92.0,13.0,92.0,40.0,52.0
792,female,42,182.0,84.0,6.0,86.0,39.3,23.0
793,female,22,158.0,56.0,18.0,97.0,40.4,92.0
794,female,71,165.0,67.0,19.0,91.0,40.3,99.0
795,female,28,168.0,62.0,10.0,87.0,39.4,41.0
796,male,38,177.0,77.0,26.0,113.0,41.1,192.0
797,female,43,173.0,69.0,2.0,79.0,38.2,7.0
798,male,21,187.0,84.0,27.0,97.0,40.8,116.0
799,male,38,182.0,77.0,21.0,102.0,40.5,120.0
800,male,46,180.0,83.0,2.0,90.0,38.0,9.0
801,male,49,193.0,97.0,3.0,84.0,38.5,12.0
802,male,33,181.0,82.0,4.0,89.0,38.6,14.0
803,female,61,171.0,66.0,8.0,85.0,39.5,35.0
804,male,35,191.0,90.0,24.0,108.0,40.3,162.0
805,male,32,202.0,99.0,27.0,115.0,40.5,212.0
806,female,38,156.0,56.0,20.0,94.0,40.8,101.0
807,male,58,190.0,87.0,23.0,98.0,40.9,145.0
808,female,46,168.0,64.0,2.0,85.0,37.7,8.0
809,female,25,171.0,70.0,11.0,92.0,40.0,49.0
810,female,23,158.0,54.0,9.0,92.0,39.4,42.0
811,female,24,167.0,68.0,18.0,93.0,40.6,82.0
812,female,38,170.0,65.0,3.0,85.0,39.1,12.0
813,female,29,147.0,48.0,17.0,98.0,40.6,93.0
814,female,79,163.0,63.0,8.0,86.0,39.9,39.0
815,female,37,171.0,66.0,25.0,106.0,40.7,155.0
816,female,22,156.0,58.0,16.0,102.0,40.4,90.0
817,male,20,182.0,82.0,20.0,92.0,40.2,69.0
818,female,57,167.0,68.0,18.0,114.0,40.4,133.0
819,male,58,198.0,96.0,12.0,92.0,39.7,67.0
820,female,32,144.0,49.0,5.0,90.0,39.0,23.0
821,female,32,174.0,69.0,2.0,77.0,38.2,6.0
822,female,42,157.0,55.0,27.0,113.0,40.9,194.0
823,female,50,151.0,51.0,2.0,79.0,38.4,8.0
824,female,44,172.0,75.0,12.0,93.0,40.0,58.0
825,male,27,174.0,75.0,21.0,106.0,40.6,120.0
826,female,38,178.0,70.0,13.0,89.0,40.2,57.0
827,female,23,173.0,68.0,18.0,97.0,40.1,89.0
828,female,31,156.0,58.0,16.0,101.0,40.1,91.0
829,female,52,148.0,55.0,22.0,105.0,40.5,143.0
830,male,46,181.0,82.0,24.0,104.0,41.0,156.0
831,female,56,160.0,60.0,5.0,89.0,39.0,24.0
832,female,39,177.0,74.0,6.0,78.0,39.1,19.0
833,male,66,188.0,98.0,26.0,114.0,40.7,242.0
834,female,62,171.0,78.0,22.0,103.0,40.5,135.0
835,female,63,158.0,61.0,3.0,87.0,38.5,14.0
836,female,77,151.0,52.0,28.0,103.0,40.6,190.0
837,female,54,184.0,79.0,23.0,92.0,40.9,111.0
838,female,43,146.0,51.0,9.0,94.0,39.2,47.0
839,male,30,177.0,82.0,28.0,107.0,40.7,173.0
840,male,74,184.0,87.0,20.0,101.0,40.5,150.0
841,female,25,164.0,62.0,8.0,85.0,39.5,30.0
842,male,43,190.0,98.0,17.0,107.0,40.2,122.0
843,male,40,181.0,91.0,29.0,111.0,41.0,216.0
844,female,61,166.0,69.0,28.0,114.0,40.9,208.0
845,female,56,168.0,66.0,3.0,85.0,38.7,13.0
846,female,67,172.0,72.0,8.0,89.0,39.3,39.0
847,female,72,151.0,60.0,11.0,92.0,40.1,59.0
848,male,32,193.0,96.0,21.0,111.0,40.8,151.0
849,male,51,177.0,76.0,1.0,76.0,37.8,2.0
850,female,67,166.0,64.0,17.0,90.0,40.3,86.0
851,male,65,158.0,63.0,19.0,97.0,40.3,113.0
852,male,35,194.0,91.0,23.0,112.0,41.0,170.0
853,male,32,187.0,90.0,7.0,90.0,39.4,27.0
854,male,57,184.0,78.0,3.0,71.0,39.0,6.0
855,female,50,158.0,59.0,24.0,101.0,40.7,144.0
856,female,24,174.0,72.0,8.0,91.0,39.8,34.0
857,female,55,167.0,66.0,14.0,87.0,40.0,63.0
858,male,23,194.0,97.0,15.0,101.0,40.0,79.0
859,male,79,172.0,75.0,11.0,89.0,40.1,62.0
860,male,35,174.0,76.0,12.0,97.0,40.2,57.0
861,female,31,171.0,71.0,3.0,83.0,38.4,11.0
862,male,35,182.0,89.0,24.0,108.0,40.8,161.0
863,female,70,156.0,62.0,8.0,87.0,39.4,38.0
864,male,65,198.0,96.0,5.0,85.0,39.1,24.0
865,female,58,160.0,56.0,22.0,99.0,40.6,131.0
866,male,22,173.0,79.0,29.0,115.0,40.7,201.0
867,female,24,173.0,68.0,20.0,99.0,40.2,104.0
868,female,49,158.0,61.0,27.0,106.0,41.0,175.0
869,female,26,171.0,65.0,11.0,101.0,40.0,60.0
870,male,21,187.0,92.0,4.0,81.0,38.5,8.0
871,male,23,191.0,86.0,29.0,115.0,40.9,207.0
872,female,39,159.0,62.0,15.0,93.0,40.0,74.0
873,male,33,170.0,76.0,20.0,100.0,40.4,103.0
874,female,28,160.0,57.0,3.0,81.0,38.8,10.0
875,female,70,164.0,63.0,12.0,94.0,40.4,67.0
876,male,38,182.0,85.0,8.0,84.0,39.8,25.0
877,male,27,192.0,90.0,16.0,88.0,39.8,54.0
878,male,53,179.0,84.0,14.0,93.0,40.0,73.0
879,female,38,174.0,73.0,17.0,100.0,40.3,93.0
880,female,54,169.0,66.0,6.0,85.0,39.4,26.0
881,male,32,173.0,77.0,16.0,97.0,40.0,75.0
882,male,28,182.0,76.0,21.0,107.0,40.6,125.0
883,female,27,175.0,69.0,25.0,105.0,40.8,147.0
884,female,54,185.0,82.0,4.0,86.0,39.1,17.0
885,female,56,165.0,70.0,18.0,98.0,40.4,101.0
886,male,26,187.0,91.0,15.0,95.0,40.1,66.0
887,male,25,198.0,97.0,11.0,92.0,39.9,44.0
888,male,45,177.0,81.0,19.0,102.0,40.4,116.0
889,female,21,166.0,63.0,5.0,81.0,39.3,16.0
890,female,21,176.0,64.0,4.0,75.0,38.9,11.0
891,female,36,158.0,58.0,11.0,89.0,39.8,49.0
892,male,78,193.0,96.0,15.0,83.0,40.5,78.0
893,male,49,176.0,76.0,5.0,84.0,39.2,18.0
894,male,60,207.0,114.0,1.0,87.0,37.7,5.0
895,male,32,170.0,73.0,19.0,99.0,40.5,93.0
896,male,73,187.0,96.0,2.0,91.0,38.0,12.0
897,female,22,167.0,61.0,3.0,88.0,38.3,12.0
898,male,76,177.0,84.0,7.0,84.0,39.1,35.0
899,female,50,165.0,66.0,7.0,98.0,39.6,39.0
900,female,20,148.0,52.0,9.0,93.0,39.7,42.0
901,female,43,169.0,66.0,4.0,76.0,39.1,12.0
902,female,45,158.0,60.0,15.0,93.0,40.1,76.0
903,male,23,180.0,73.0,26.0,105.0,41.1,139.0
904,female,23,148.0,52.0,25.0,108.0,41.1,159.0
905,female,25,162.0,62.0,19.0,99.0,40.6,101.0
906,male,22,198.0,97.0,1.0,79.0,37.5,2.0
907,female,58,175.0,71.0,26.0,105.0,40.8,166.0
908,male,27,189.0,87.0,3.0,79.0,38.7,6.0
909,male,60,187.0,87.0,13.0,82.0,40.2,52.0
910,female,37,170.0,71.0,26.0,105.0,40.9,157.0
911,female,24,175.0,67.0,24.0,105.0,40.6,140.0
912,female,75,171.0,68.0,16.0,102.0,40.3,103.0
913,male,52,183.0,84.0,30.0,112.0,41.0,241.0
914,female,49,166.0,66.0,10.0,80.0,40.0,36.0
915,female,31,157.0,56.0,3.0,84.0,39.1,12.0
916,male,23,196.0,88.0,16.0,105.0,40.2,91.0
917,male,27,179.0,84.0,15.0,96.0,40.2,66.0
918,female,42,164.0,61.0,14.0,88.0,40.2,62.0
919,male,36,174.0,75.0,23.0,98.0,40.5,114.0
920,male,29,188.0,86.0,4.0,85.0,39.1,12.0
921,female,57,167.0,65.0,27.0,107.0,41.1,180.0
922,male,64,175.0,83.0,4.0,83.0,38.9,17.0
923,male,63,179.0,82.0,16.0,86.0,40.2,74.0
924,female,57,161.0,61.0,27.0,108.0,40.8,185.0
925,male,70,190.0,99.0,18.0,97.0,40.5,125.0
926,female,53,155.0,53.0,2.0,85.0,38.0,9.0
927,female,50,158.0,58.0,17.0,95.0,40.1,91.0
928,female,68,147.0,48.0,8.0,86.0,39.5,39.0
